symbol	P5482_SR_01	P5482_SR_02	P5482_SR_05	P5482_SR_06	P5482_SR_08	P5482_SR_09	P5482_SR_10	P5482_SR_11	P5482_SR_12	P5482_SR_13	P5482_SR_14	P5482_SR_15
Tmem167-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Tmem167-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Tmem167-ps3	0	0	0	0	0	0	0	0	0	0	0	0
Tmem167b	2232	4525	3379	3320	3398	3271	3153	2967	3420	6411	4160	5710
Tmem168	3948	4517	4806	3864	5937	2676	5805	2610	6345	5937	7811	5889
Tmem169	5	0	0	0	0	0	3	0	0	0	0	0
Tmem17	264	89	63	93	41	20	74	46	102	56	107	60
Tmem170	156	197	107	193	223	111	193	154	202	405	221	332
Tmem170b	1152	2730	2901	1387	2912	1380	2649	1614	3085	4740	3957	4725
Tmem171	838	296	471	178	491	174	450	195	574	296	641	306
Tmem174	42	2	0	0	0	0	0	0	3	0	0	0
Tmem175	728	1598	1615	1148	1818	817	1543	969	1407	1504	1948	1223
Tmem176a	567	208	955	10	654	100	621	136	959	114	835	222
Tmem176b	1228	569	2203	187	1694	300	1579	335	2311	335	2007	578
Tmem177	537	407	331	431	420	446	391	359	373	476	454	490
Tmem178	105	0	47	0	32	0	23	0	94	3	37	7
Tmem178b	5	0	0	0	4	5	1	0	0	1	2	2
Tmem179	0	1	0	0	0	9	4	0	0	2	2	7
Tmem179b	1717	1222	1473	844	1791	879	1652	940	1328	1598	1747	1698
Tmem18	2082	2724	2366	2228	2470	2038	2449	1809	2185	3498	2888	3038
Tmem181a	2391	2361	2000	2089	2338	1782	1942	1492	2237	3307	3035	2729
Tmem181b-ps	616	553	760	599	1087	414	1025	463	873	1186	1176	1085
Tmem181c-ps	20	13	7	3	10	8	14	11	11	24	21	16
Tmem182	0	1	0	0	6	0	0	0	0	1	1	0
Tmem183a	3543	4380	3614	3984	4790	3898	4268	3458	4197	7379	5567	6769
Tmem184a	0	1	2	0	1	7	0	0	9	3	2	0
Tmem184b	2383	5616	2861	6157	3195	3587	2688	4676	4419	12374	5080	8088
Tmem184c	1209	3040	2208	2948	2977	1615	2616	1761	2501	3612	3454	3124
Tmem185a	996	1630	1315	988	1580	1178	1429	1115	1359	2122	1959	1786
Tmem185b	1332	1150	980	1357	1050	951	923	851	1236	1918	1549	1738
Tmem186	706	821	698	952	897	556	777	633	656	1158	918	1006
Tmem189	5006	6430	4361	7924	5428	6899	4273	7221	5071	20370	7011	15954
Tmem19	4276	4838	3195	4011	3771	4064	3316	3744	3329	5909	5038	4268
Tmem190	1	6	4	0	5	0	3	6	0	15	2	14
Tmem191c	192	217	390	277	694	145	550	229	322	260	514	192
Tmem192	5119	2917	2559	1981	2804	2449	2413	2438	3123	3701	3611	2982
Tmem196	0	0	0	0	0	0	0	0	0	0	0	0
Tmem198	0	0	3	0	9	0	0	1	6	4	8	7
Tmem198b	165	1305	574	953	872	932	718	1002	535	2467	924	1667
Tmem199	1647	1056	1191	1873	1344	1408	1216	1078	1589	2348	2005	2306
Tmem200a	0	0	0	0	0	16	0	0	5	0	0	0
Tmem200b	9	2	0	0	5	1	9	2	2	2	3	3
Tmem200c	0	0	1	0	0	0	0	0	0	2	0	0
Tmem201	318	245	228	264	233	103	262	115	306	226	374	147
Tmem202	150	135	206	243	162	26	156	100	141	119	147	104
Tmem203	882	290	334	181	309	371	257	281	347	533	400	420
Tmem204	31	60	17	33	54	54	27	45	38	93	39	59
Tmem205	1600	1145	913	903	1309	1241	1214	1098	923	1292	1305	1161
Tmem207	0	1	0	0	0	0	0	0	2	0	0	0
Tmem208	2762	1590	1197	1430	1703	1902	1610	1653	1389	2421	1881	2390
Tmem209	2237	2226	1966	1288	2120	1288	2016	1192	2353	2463	2891	2389
Tmem210	0	0	0	0	0	0	0	0	0	1	0	0
Tmem211	0	0	0	0	0	0	1	0	0	0	0	3
Tmem212	0	0	0	0	0	0	0	0	0	0	0	2
Tmem213	2	0	1	0	0	0	0	0	0	0	0	0
Tmem214	2355	3195	2607	2084	2595	2075	2308	2643	3145	4616	4218	3867
Tmem215	0	0	0	0	1	0	0	0	0	1	1	0
Tmem216	336	292	228	370	270	227	218	211	199	378	237	326
Tmem217	12	4	5	25	9	5	20	1	10	19	14	14
Tmem218	753	804	593	868	685	761	577	603	474	705	739	631
Tmem219	3549	1812	1827	1366	1905	1954	1797	1677	2200	2262	2210	2364
Tmem220	462	578	475	495	470	304	411	277	359	280	459	271
Tmem221	726	566	611	261	451	269	355	307	395	410	695	341
Tmem222	3615	2519	2085	1940	2335	2196	1934	2056	1954	3164	2510	2569
Tmem223	1268	778	641	714	788	888	627	732	712	1196	878	1049
Tmem225	0	0	0	0	0	0	1	0	0	0	0	4
Tmem229a	13	2	0	0	7	29	0	0	7	4	9	2
Tmem229b	4520	5703	6769	2501	7230	2102	6157	2720	6241	3305	8252	2430
Tmem229b-ps	22	23	48	3	39	8	16	12	28	21	21	11
Tmem230	1491	1499	1893	1500	2152	989	1876	1130	1706	1965	2326	2027
Tmem231	101	181	161	109	130	112	98	123	118	147	202	83
Tmem232	0	0	0	0	3	0	0	1	10	0	0	1
Tmem233	0	0	0	0	1	0	1	0	0	1	0	0
Tmem234	7694	8331	6158	7346	7932	8602	7184	7261	7076	12846	9461	10499
Tmem235	2	6	1	0	2	0	0	0	8	0	5	0
Tmem236	16	5	10	0	10	30	10	6	13	13	16	27
Tmem237	850	1360	746	1238	1216	1161	1103	890	934	1751	1362	1576
Tmem238	401	301	92	451	139	358	134	313	195	430	141	305
Tmem238l	0	0	3	0	1	5	1	0	0	0	1	0
Tmem239	0	6	1	0	0	0	3	9	5	8	4	6
Tmem240	125	128	201	94	190	78	182	120	153	218	241	147
Tmem241	446	847	575	526	714	500	581	468	515	990	807	881
Tmem242	5862	4638	3567	3382	3985	5040	4108	3999	3420	5044	4188	4635
Tmem243	1457	1210	1234	893	1585	881	1454	868	1197	1554	1704	1256
Tmem245	1349	2891	2041	2149	3321	1018	2865	1480	2813	3925	4454	3232
Tmem246	63	59	13	56	63	7	36	31	60	34	100	25
Tmem247	0	0	0	0	0	0	0	0	0	2	0	0
Tmem248	3769	3019	1980	3066	2292	2392	1931	2615	3374	4831	4122	3879
Tmem249	2	0	0	0	1	6	1	2	8	4	1	1
Tmem25	96	209	146	132	202	109	166	108	93	196	202	147
Tmem250-ps	1362	1514	1823	1020	1573	897	1209	1014	1166	1767	2024	1192
Tmem251	2330	1335	1281	1983	1695	1239	1436	1040	1938	2435	2223	2298
Tmem252	14	6	3	0	18	0	9	0	1	1	9	0
Tmem253	47	60	71	68	91	57	78	28	63	134	131	109
Tmem254a	0	0	0	0	0	0	0	0	1	0	0	0
Tmem254b	0	0	0	0	0	0	0	0	0	0	0	0
Tmem254c	0	0	0	0	0	0	0	0	0	0	0	0
Tmem255a	15	25	24	0	41	18	32	6	22	27	40	23
Tmem255b	4	12	22	48	40	26	26	7	32	14	46	1
Tmem256	9175	3173	3541	2749	3752	4582	3820	3918	3321	5060	4558	4514
Tmem258	4213	2185	2279	1978	2484	3012	2350	2290	2739	3826	3121	3643
Tmem259	4741	6533	5019	5892	7225	5515	5705	6258	6132	14841	10109	10561
Tmem26	11	13	0	87	7	0	2	5	15	11	11	23
Tmem260	2168	3318	3755	2107	3711	1978	3263	1972	2636	4257	4453	3255
Tmem262	8	4	10	0	10	4	13	4	4	9	9	9
Tmem263	572	829	517	683	793	639	788	475	776	928	1111	816
Tmem265	0	0	0	0	0	0	0	0	0	0	0	0
Tmem266	10	4	14	0	6	8	2	9	10	1	1	3
Tmem267	73	65	56	34	64	50	25	54	68	143	104	145
Tmem268	1389	1046	1279	718	960	536	782	585	1530	998	1991	926
Tmem269	0	4	2	16	5	17	2	6	10	12	7	7
Tmem270	4	0	0	0	0	0	0	0	0	1	0	0
Tmem273	3650	1387	2818	1034	4870	1049	4474	1225	3676	1051	5381	963
Tmem274	15	2	4	0	12	0	18	13	4	11	24	19
Tmem28	0	0	0	0	0	0	0	0	0	0	0	0
Tmem29	518	362	409	352	598	428	527	311	481	554	629	576
Tmem30a	7984	11397	8235	9006	10743	7838	9432	7499	9600	15342	12850	15118
Tmem30b	11	3	1	0	0	20	0	3	4	2	1	4
Tmem30c	13	0	0	0	0	10	1	1	6	6	2	5
Tmem33	2619	3213	2645	2588	3054	2390	2871	2380	2993	5176	3871	4895
Tmem35a	2	0	2	0	2	0	0	0	0	0	0	0
Tmem35b	664	646	937	388	966	476	861	466	739	820	1042	643
Tmem37	1363	1391	822	786	638	1009	631	1001	275	493	518	283
Tmem38a	204	555	215	515	409	433	332	513	250	675	406	515
Tmem38b	2708	899	1622	704	1466	591	1370	518	2551	1029	2591	1213
Tmem39a	632	812	720	906	1062	626	845	641	1241	1520	1498	1461
Tmem39b	285	443	282	495	343	309	267	385	406	541	475	416
Tmem40	146	48	31	0	23	15	10	52	11	28	30	32
Tmem41a	958	605	358	697	540	327	399	422	496	489	646	360
Tmem41b	1947	3352	2477	2202	3100	2563	2757	2439	3647	6137	4249	6209
Tmem41b-ps	34	97	79	75	66	79	51	51	87	148	80	137
Tmem42	179	108	85	235	64	181	63	50	90	119	76	107
Tmem43	7370	16815	4948	20901	6242	16181	5202	15146	7807	34911	10577	28050
Tmem44	10	5	3	10	7	0	5	6	7	7	8	6
Tmem45a	0	0	0	20	0	0	1	0	0	0	0	0
Tmem45a2	3	0	0	0	0	0	0	0	1	3	0	0
Tmem45b	24	8	2	0	1	14	1	6	10	6	4	7
Tmem47	0	0	2	0	0	0	0	0	1	0	0	1
Tmem50a	21444	17086	15379	12427	15861	17855	14318	14045	12940	22010	17160	18663
Tmem50b	1701	2755	2001	2016	2342	2093	1976	2032	2082	3511	2502	3410
Tmem51	1146	1042	982	903	1332	1088	1204	965	1162	1815	1630	1206
Tmem51os1	61	19	43	0	62	17	30	6	19	27	43	24
Tmem52	13	1	0	0	7	0	4	2	1	3	0	0
Tmem52b	43	6	0	0	0	15	0	1	2	1	0	0
Tmem53	28	147	76	51	73	86	74	74	58	169	98	67
Tmem54	1	4	3	11	2	0	0	1	5	2	0	3
Tmem59	10860	10715	8962	7829	8845	9088	7864	7853	7570	12475	10659	10459
Tmem59l	0	0	1	26	2	9	1	0	0	0	0	2
Tmem60	1064	810	820	621	858	717	841	595	927	1127	1129	1221
Tmem61	3	0	0	0	0	0	0	0	0	0	0	1
Tmem62	448	783	525	888	659	625	656	476	717	1106	809	1045
Tmem63a	2120	2893	1587	2139	1913	2903	1426	2931	1593	7916	2870	5321
Tmem63b	605	1335	1080	1648	1353	1064	1035	1203	1455	3777	2125	3304
Tmem63c	4	3	1	0	2	0	1	0	1	2	1	7
Tmem64	556	932	546	802	871	466	735	495	819	1334	1357	938
Tmem65	4413	6203	5307	6156	5469	4067	4938	3667	5064	7381	7297	5777
Tmem67	481	970	950	620	926	550	994	518	1022	981	1206	1037
Tmem68	1316	1539	1632	1703	2051	1384	1947	1334	2542	2570	2607	2780
Tmem69	405	545	525	522	595	289	630	350	521	634	770	638
Tmem70	1527	1585	1159	1420	1601	1455	1465	1315	1457	2019	1821	2122
Tmem71	1430	3379	2670	2365	3120	2660	2769	2366	2190	5294	3774	4388
Tmem72	32	9	4	8	10	0	10	0	10	7	16	3
Tmem74	12	34	13	43	50	8	44	10	44	28	78	34
Tmem74b	0	4	0	0	0	0	0	0	0	0	0	0
Tmem74bos	0	0	0	0	1	0	0	0	1	2	0	4
Tmem79	46	46	41	91	43	20	38	35	45	77	53	85
Tmem8	3053	4030	3970	1486	4211	1609	3260	2008	2280	1541	4232	1229
Tmem80	759	680	816	833	1153	413	1009	470	875	1112	1172	1038
Tmem81	337	510	478	420	719	379	658	361	521	742	834	622
Tmem82	197	139	150	183	219	56	197	62	217	172	342	189
Tmem86a	5935	4744	4820	3225	4457	2828	3831	2954	3901	3087	5875	2510
Tmem86b	86	169	189	357	302	122	262	194	265	480	361	454
Tmem87a	3446	3430	4828	3005	4794	2437	4330	2281	3528	3904	5300	3938
Tmem87b	3190	5101	8023	5608	9144	2929	8326	4041	6476	11497	10092	11362
Tmem88	0	0	4	0	0	0	0	4	4	5	1	2
Tmem88b	7	3	2	0	0	0	0	1	2	2	1	1
Tmem89	0	0	0	0	2	0	0	0	7	2	2	4
Tmem8b	110	249	185	207	155	36	171	128	130	193	188	104
Tmem9	1023	979	814	489	822	546	676	635	504	700	804	525
Tmem91	35	25	49	64	101	18	75	37	62	54	101	45
Tmem92	0	1	0	11	1	0	0	0	0	6	0	4
Tmem94	1416	2730	2486	1467	2863	1133	2201	1847	2137	3430	3960	2211
Tmem95	7	6	9	0	13	6	15	3	4	24	27	17
Tmem97	3855	2457	1704	1309	1882	2278	1705	2074	2927	3743	3100	3419
Tmem98	6	0	5	17	2	0	1	0	17	6	4	6
Tmem9b	5671	4821	3674	3753	4191	4097	3859	3541	3689	6294	4912	5478
Tmf1	2402	4782	3798	4555	5777	3123	5610	2969	4720	7617	6929	7669
Tmie	24	22	4	0	10	3	14	4	14	14	20	12
Tmigd1	0	8	2	0	0	0	3	0	1	1	0	0
Tmigd3	2	6	11	16	21	0	15	3	8	11	14	3
Tmlhe	808	1118	1111	1351	1100	925	1180	845	1091	1532	1485	1510
Tmod1	718	407	916	250	932	184	888	173	638	354	872	359
Tmod2	4	0	4	0	1	0	2	0	0	2	2	2
Tmod3	6062	12661	9614	11260	11584	9519	11236	8281	10572	17976	13167	17412
Tmod4	57	11	22	52	68	58	67	37	38	72	69	72
Tmpo	12806	17100	12159	13478	18386	10620	17092	11331	13935	19231	23829	14231
Tmppe	373	852	651	625	849	301	751	520	703	1412	1263	1100
Tmprss11a	0	1	0	0	0	20	2	0	3	2	2	0
Tmprss11b	0	0	0	0	2	10	0	0	4	1	2	2
Tmprss11c	0	0	0	0	0	0	0	0	0	0	0	0
Tmprss11d	2	10	0	0	0	0	0	3	0	0	0	2
Tmprss11e	0	0	0	0	0	0	0	0	0	0	0	1
Tmprss11f	0	0	0	0	0	11	1	0	1	1	0	1
Tmprss11g	0	0	0	0	0	0	0	0	0	0	2	1
Tmprss12	0	0	0	0	0	0	0	0	0	0	0	1
Tmprss13	0	0	1	0	0	0	0	0	13	6	3	3
Tmprss15	0	0	0	0	0	4	0	5	0	1	0	0
Tmprss2	45	13	20	11	5	31	4	1	55	3	10	11
Tmprss3	0	3	0	0	2	0	1	0	7	0	1	0
Tmprss4	13	16	7	0	0	0	12	12	20	9	5	2
Tmprss5	7	1	0	0	4	14	2	7	1	3	4	0
Tmprss6	0	0	0	0	0	0	7	0	0	5	3	3
Tmprss7	8	4	5	0	15	7	16	3	0	8	13	15
Tmprss9	6	5	13	0	13	0	3	1	39	11	21	23
Tmsb10	113506	49370	38989	45116	41719	55599	37545	46642	38044	56331	42866	51656
Tmsb15a	0	0	0	0	0	0	0	0	0	1	0	1
Tmsb15b1	1	2	4	0	10	4	0	0	0	0	3	4
Tmsb15b2	0	0	0	0	0	0	0	0	0	0	0	0
Tmsb15l	0	0	0	0	1	0	0	0	0	0	0	0
Tmsb4x	335594	159126	144285	114056	165274	161496	163564	120058	129556	171361	183706	167773
Tmtc1	24	7	25	0	13	12	19	5	19	29	23	7
Tmtc2	268	273	175	299	405	184	306	214	422	930	719	659
Tmtc3	798	1996	1601	1356	2030	778	2005	1030	1952	3382	2787	3549
Tmtc4	263	496	318	331	440	249	339	220	336	279	483	292
Tmub1	842	770	526	486	589	436	454	754	545	1311	811	951
Tmub2	2369	3281	2818	2776	3099	2794	2632	2827	2625	5604	4095	4231
Tmx1	4106	5796	3950	5747	5465	4722	5374	4340	5431	8237	6758	7712
Tmx2	4104	3740	2589	2373	2796	2728	2648	2557	2823	4273	3730	3931
Tmx3	3963	7864	6447	6941	9224	4783	9285	4804	8288	10745	11297	11487
Tmx4	3689	5688	3555	4609	5079	3578	4689	3403	5282	5744	6448	5745
Tnc	6	4	6	0	0	22	0	5	8	10	2	16
Tnf	240	158	222	197	204	97	197	68	814	289	287	573
Tnfaip1	3799	4975	3088	5193	3957	3990	3261	4414	4016	10157	5933	8271
Tnfaip2	8688	24836	14434	24304	14693	18416	12121	19931	24017	53985	29105	44688
Tnfaip3	1689	1574	1826	1587	1264	479	1152	515	2037	1138	1859	1722
Tnfaip6	0	4	1	0	5	11	3	22	0	30	3	10
Tnfaip8	4925	6388	5333	4686	6218	5784	6338	5108	4337	8493	6817	7895
Tnfaip8l1	246	481	309	275	399	373	314	347	357	461	471	327
Tnfaip8l2	6413	8043	7296	4035	7439	6983	6955	6240	5811	8052	8522	6580
Tnfaip8l3	18	15	2	0	5	8	2	0	18	2	10	3
Tnfrsf10b	174	178	143	134	173	95	145	138	151	334	282	228
Tnfrsf11a	1629	2747	2236	2778	3620	1316	3091	1444	2770	2458	3892	1963
Tnfrsf11b	0	1	0	0	0	0	4	0	11	2	0	0
Tnfrsf12a	231	132	151	108	222	161	139	112	218	319	181	316
Tnfrsf13b	3155	4652	3574	3273	4832	2837	4313	2714	3304	2940	4717	2311
Tnfrsf13c	7	0	0	0	4	0	3	0	1	3	7	1
Tnfrsf14	346	1438	1752	1048	1588	481	1439	711	1754	1609	1787	1393
Tnfrsf17	20	1	43	0	9	10	15	5	9	0	25	0
Tnfrsf18	10	20	26	19	58	18	32	7	25	19	34	20
Tnfrsf19	2	1	0	0	0	0	1	0	2	1	0	3
Tnfrsf1a	4687	7466	5098	6701	5084	6514	4173	7075	6276	17440	8873	12586
Tnfrsf1b	8074	26540	14314	21163	16881	15204	13755	19342	15376	34142	21506	28258
Tnfrsf21	1204	2900	910	2168	1188	2156	954	2198	1415	4682	1862	3002
Tnfrsf22	366	546	350	455	475	348	379	496	512	1311	647	1138
Tnfrsf23	788	1458	589	1263	644	987	554	1018	806	2507	945	2277
Tnfrsf25	0	0	0	0	2	0	0	12	1	0	0	1
Tnfrsf26	631	1264	936	1022	657	1125	633	1054	600	2544	932	2124
Tnfrsf4	43	14	56	0	75	0	72	21	76	63	96	62
Tnfrsf8	66	123	126	73	95	152	103	90	84	80	111	81
Tnfrsf9	25	5	8	0	20	0	13	4	39	12	13	13
Tnfsf10	313	62	451	8	142	16	134	16	898	2	355	14
Tnfsf11	0	0	0	0	0	5	0	0	0	2	0	0
Tnfsf12	3169	2449	1866	1318	1984	1761	1742	2023	1330	2584	2262	1813
Tnfsf13	253	287	707	570	501	293	458	291	397	711	641	533
Tnfsf13b	276	381	206	197	259	360	237	320	246	348	251	304
Tnfsf13os	70	116	236	316	310	155	246	104	149	262	267	197
Tnfsf14	152	357	190	308	198	380	130	303	106	634	182	552
Tnfsf15	186	85	203	16	134	41	113	61	293	27	185	75
Tnfsf18	11	4	20	0	20	0	13	3	21	1	33	0
Tnfsf4	11	52	36	42	17	8	28	20	25	20	35	49
Tnfsf8	398	342	298	40	432	83	405	163	434	84	363	38
Tnfsf9	74	80	107	210	97	67	81	68	167	350	113	322
Tnfsfm13	210	341	222	234	210	115	229	231	174	463	314	299
Tnik	3	12	5	0	36	24	27	13	17	33	24	20
Tnip1	4374	6202	4513	5486	4383	4174	3604	4455	4783	9589	6871	8440
Tnip2	2034	2757	2830	3128	4256	2001	3652	2183	3204	4373	4923	3836
Tnip3	2781	2253	1942	2164	3414	1418	3155	1159	3781	2633	3276	4438
Tnk1	0	1	6	17	6	4	0	4	5	8	10	5
Tnk2	299	331	130	559	202	195	159	337	230	899	292	648
Tnk2os	0	0	0	0	0	0	0	0	2	10	0	5
Tnks	3129	6922	6997	6448	7178	2603	6299	3753	6928	9509	10168	8206
Tnks1bp1	290	1057	531	1014	697	373	495	822	804	1829	1184	1227
Tnks2	5849	9956	10298	7416	10936	5864	10151	6530	10320	14103	14940	13603
Tnmd	2	0	0	0	0	0	0	0	1	0	0	5
Tnn	0	5	6	0	0	0	2	4	0	25	16	13
Tnnc1	296	155	138	181	309	192	247	196	179	330	278	287
Tnnc2	0	0	0	0	0	0	0	0	5	0	2	1
Tnni1	0	2	5	0	0	0	4	2	1	9	3	8
Tnni2	1939	676	923	270	1087	853	912	580	650	494	912	426
Tnni3	113	84	376	182	403	61	364	100	200	134	320	85
Tnni3k	2	6	44	0	22	28	16	0	16	1	28	5
Tnnt1	464	159	172	127	115	149	164	131	100	162	144	175
Tnnt2	3	0	2	0	0	0	0	5	4	5	1	4
Tnnt3	397	225	221	211	328	148	184	261	233	796	271	482
Tnp1	0	0	0	0	0	0	0	0	0	1	0	3
Tnp2	4	0	2	0	0	0	0	0	0	1	0	0
Tnpo1	4761	12010	8879	10355	11077	6393	10506	7116	11439	17581	15163	17036
Tnpo2	1736	4632	2864	3574	4511	2560	3445	2962	3927	7123	5954	5922
Tnpo3	3531	6097	4957	5303	6650	4277	5930	4389	5757	8550	7689	7586
Tnr	31	9	13	40	19	12	11	14	10	14	14	23
Tnrc18	3308	8506	6099	6373	7044	2420	6079	4584	6364	14487	10763	9551
Tnrc6a	4766	8521	6858	10584	10598	4522	8589	6357	8230	15480	11303	14611
Tnrc6b	3000	6939	4541	5389	6817	3112	5633	4270	5188	9991	7874	7646
Tnrc6c	1892	3850	2740	2824	3559	1593	2883	2382	2908	5732	4829	4156
Tns1	6827	22004	13803	13394	13020	5901	10675	9347	5072	6619	10283	3122
Tns2	105	265	55	112	97	183	78	213	89	403	129	233
Tns3	5361	14507	11138	11775	15460	4470	12126	6210	12408	10519	20445	6987
Tns4	221	156	192	93	146	53	139	69	109	92	180	91
Tnxa	2	0	3	0	2	0	1	0	5	1	1	1
Tnxb	23	31	6	31	15	59	4	5	12	53	27	30
Tob1	1283	4510	1117	3523	1709	2902	1365	3344	1452	8058	2116	5817
Tob2	947	3946	2147	2609	2915	1949	2282	2530	2497	5213	3586	3860
Toe1	727	715	582	557	866	525	720	612	734	1083	885	945
Togaram1	1332	3509	2585	3160	3030	1639	2707	2071	3095	5311	4312	4787
Togaram2	0	0	0	0	0	4	3	0	2	4	0	0
Tollip	6777	8018	5411	7906	5694	5261	4486	5476	6008	14579	8788	10762
Tom1	2714	2532	2015	2079	2495	2114	1894	2273	2692	6789	3574	5520
Tom1l1	144	292	206	346	348	232	296	141	368	637	548	590
Tom1l2	1493	2440	1839	2342	2714	1239	2098	1849	2578	5556	3720	4101
Tomm20	6946	5965	4794	4847	5510	5597	5339	4231	5503	7442	7186	7040
Tomm20l	0	0	0	11	0	0	1	0	0	0	0	0
Tomm22	7673	5710	4188	4910	5235	5487	5019	5035	4569	7077	5886	6732
Tomm34	1577	2082	2036	2117	2719	1618	2299	1761	2078	3215	3133	2980
Tomm40	2190	2276	1384	2060	2030	2076	1568	1993	1865	3189	2466	2598
Tomm40l	1118	845	695	752	1158	729	889	615	992	1023	1348	761
Tomm5	3480	1685	1241	1842	1591	1880	1499	1434	1545	2122	1914	2054
Tomm6	0	3	0	13	7	1	10	2	3	4	2	9
Tomm6os	5	17	23	25	44	8	37	16	25	37	23	41
Tomm7	5408	3336	3023	2705	2854	3819	3170	2919	2499	3985	3659	3782
Tomm70a	3335	4549	3431	3944	4135	3378	4004	3298	4625	5912	5357	5825
Tomt	51	35	32	0	81	17	71	24	58	73	77	50
Tonsl	611	985	555	1005	1189	460	1008	692	707	1701	1330	1227
Top1	4376	3602	3425	3843	4512	3218	3984	3217	4373	5308	5104	5548
Top1mt	417	242	221	167	273	317	281	145	384	310	403	311
Top2a	12012	34552	21464	24406	35773	17094	35078	19833	24947	31622	42001	25623
Top2b	3435	9636	7686	6646	9118	4214	8485	5120	7568	11112	11798	9982
Top3a	1140	2219	1490	1559	1824	1076	1622	1363	1912	2618	2588	2184
Top3b	1723	2330	2252	2137	2917	1358	2404	1775	2442	3457	3691	2912
Topaz1	0	1	0	0	0	4	1	0	5	3	0	0
Topbp1	3381	6211	3981	6453	7298	3384	6644	4386	6322	12557	9884	10372
Topbp1-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Topbp1-ps2	2	0	0	0	0	0	11	4	1	3	1	0
Topors	2962	4067	3314	3314	3873	1992	3613	2175	3588	4376	4469	4177
Toporsl	0	0	0	0	0	17	0	0	4	1	0	1
Tor1a	2756	2073	1914	2324	2327	2438	1983	2159	2391	4867	3013	4807
Tor1aip1	7354	6553	7930	4668	7673	3718	6383	4040	10020	7668	10990	7125
Tor1aip2	9732	8885	10610	8713	9724	6763	8755	6510	15632	16433	15295	15257
Tor1b	2377	2587	2482	2032	2961	1840	2512	1828	2766	3970	3498	3635
Tor2a	2020	2146	1496	1678	1920	1906	1784	1888	1841	3066	2580	2406
Tor3a	5530	2696	6333	2658	3998	1885	3247	1838	10970	3083	8578	2906
Tor4a	4509	7771	5575	6137	6055	5425	4703	6126	5018	10866	8367	8362
Tox	0	0	0	0	0	0	0	0	1	1	2	3
Tox2	873	143	395	217	585	64	521	37	387	102	598	81
Tox3	5	3	1	22	1	0	1	4	5	2	5	0
Tox4	3346	5778	4877	4584	5643	3917	4814	3773	5093	7023	6879	5981
Tpbg	3	3	0	0	2	0	3	7	9	15	0	27
Tpbgl	215	152	103	12	142	43	111	56	68	66	99	36
Tpbpa	0	0	0	0	0	0	1	0	0	0	0	0
Tpbpb	0	0	0	0	0	0	0	0	0	0	0	0
Tpcn1	6253	23148	15814	15770	23338	10167	18679	13477	13703	23334	28842	12554
Tpcn2	3734	4508	4142	7287	6661	3378	5337	4131	4193	11212	6282	9800
Tpd52	21103	17139	24060	14393	29902	16023	28180	13434	21091	32961	30480	31298
Tpd52-ps	65	75	135	73	117	107	128	78	82	144	147	135
Tpd52l1	0	0	4	0	0	6	0	2	2	2	0	1
Tpd52l2	3310	4172	3169	3602	4176	4332	4023	3401	3495	7319	4725	7111
Tpgs1	2230	2442	1588	2292	1970	2564	1506	2271	1489	3435	2023	2749
Tpgs2	1344	1537	827	1362	1113	1247	1098	1029	992	1421	1401	1345
Tph1	0	0	0	0	0	5	0	0	1	2	0	3
Tph2	0	3	0	16	4	0	2	6	1	0	1	1
Tpi-rs10	50	28	19	8	25	26	19	21	32	26	37	39
Tpi-rs11	101	62	37	70	28	67	42	33	46	50	44	55
Tpi-rs2	2	0	0	0	0	0	0	0	1	0	0	0
Tpi-rs4	0	0	0	0	0	0	0	0	0	0	0	0
Tpi-rs5	0	0	0	0	0	0	0	0	0	0	0	0
Tpi-rs8	0	0	0	0	0	0	0	0	0	0	0	1
Tpi-rs9	0	0	1	0	0	0	0	1	0	0	2	0
Tpi1	60931	27529	17959	25198	22715	28869	20424	26125	23993	38332	29058	38438
Tpk1	468	693	911	392	975	342	927	339	783	516	1099	519
Tpm1	5103	4616	6030	5309	7601	3676	6930	3407	6616	7230	9448	7384
Tpm2	30	9	10	71	19	36	11	17	28	42	18	32
Tpm3	32395	54149	28854	44651	37444	37595	31567	38155	34514	67263	45304	56380
Tpm3-rs2	4	0	0	0	0	0	0	0	3	0	0	0
Tpm3-rs7	948	1771	911	1306	1059	1390	940	1266	1060	2039	1443	1592
Tpm4	17551	19939	10850	17079	14579	21982	13530	17960	16193	50471	17997	52121
Tpmt	441	526	339	308	439	422	423	342	427	600	641	628
Tpo	0	0	2	0	0	0	0	0	0	0	0	3
Tpp1	11921	18059	18919	12794	20066	11515	17403	12539	19102	25655	26901	21178
Tpp2	3337	6624	5521	6186	7843	3647	7188	3801	7008	10154	9587	10767
Tppp	55	1088	22	467	37	337	43	418	31	228	57	130
Tppp2	0	0	0	0	0	0	0	0	0	0	0	0
Tppp3	564	4227	98	3510	108	4545	104	4000	83	3313	188	1678
Tpr	9847	22891	18557	18268	23172	10019	21096	11545	20315	28811	30344	25459
Tpra1	3088	3276	4069	2312	4413	2323	3639	2866	3648	5776	6072	4079
Tprg	0	0	0	0	0	0	2	0	0	1	0	1
Tprgl	6404	7520	6214	7365	5876	7144	4851	6214	5283	12858	7864	9799
