symbol	P4970_SR_1	P4970_SR_2	P4970_SR_3	P4970_SR_4	P4970_SR_5	P4970_SR_6	P4970_SR_7	P4970_SR_9	P4970_SR_10	P4970_SR_11	P4970_SR_12	P4970_SR_13	P4970_SR_14
DIS3L	67	440	103	412	208	348	404	43	296	38	394	27	294
DIS3L2	138	469	154	511	332	560	350	32	439	60	685	107	497
DIS3L2P1	0	0	0	0	0	0	0	0	0	0	0	0	0
DISC1	160	612	167	636	83	285	557	132	382	177	488	292	610
DISC1-IT1	11	17	38	77	1	35	26	0	56	20	48	1	51
DISC1FP1	0	0	0	0	12	8	0	0	0	0	1	1	0
DISP1	2	23	16	50	54	132	79	0	15	13	40	1	10
DISP2	0	11	15	38	0	10	9	0	43	0	48	0	7
DIXDC1	1	8	64	0	17	2	188	95	30	168	9	11	9
DKC1	212	403	211	423	424	461	477	202	451	252	360	215	267
DKFZP434A062	0	0	0	0	0	0	0	0	0	0	0	0	0
DKFZP434E1119	24	7	149	0	33	0	244	393	0	444	1	30	1
DKFZP434H0512	0	0	0	0	0	0	0	0	0	0	0	0	0
DKFZP434O1614	0	0	0	0	0	0	0	0	1	0	5	0	0
DKFZP547L112	0	0	0	0	0	0	0	0	0	0	0	0	0
DKFZP667F0711	23	70	281	169	82	10	86	540	89	623	37	377	65
DKFZP761J1410	142	817	291	1078	143	279	578	194	828	337	665	455	1167
DKFZP761K2322	0	0	0	0	0	0	0	0	0	0	0	0	0
DKFZP779J2370	0	0	0	0	0	0	0	0	0	0	0	0	0
DKFZP779L1853	2	69	30	95	5	44	49	62	98	43	67	56	56
DKK1	0	0	12	0	0	0	0	0	0	0	0	6	1
DKK2	8	0	20	0	6	0	188	0	0	0	0	1	0
DKK3	6	0	107	0	6	24	36	33	0	10	10	4	7
DKK4	0	0	0	0	0	0	0	0	0	9	0	0	0
DKKL1	0	0	5	0	0	0	0	0	0	0	0	0	0
DKKL1P1	0	0	0	0	0	0	0	0	0	0	0	0	0
DLAT	150	227	136	252	210	336	384	60	225	95	206	61	208
DLC1	46	25	146	24	145	41	187	78	198	72	78	42	46
DLD	259	824	219	915	304	921	748	222	600	132	951	223	644
DLEC1	17	174	39	242	39	142	81	69	229	157	185	75	135
DLEC1P1	0	0	2	0	14	0	11	0	0	22	0	0	0
DLEU1	69	160	78	247	203	104	301	98	693	303	238	184	119
DLEU2	137	255	179	692	244	141	479	197	812	240	491	295	290
DLEU2L	7	0	0	20	0	10	0	2	0	0	9	0	8
DLEU7	32	94	26	97	7	19	101	6	74	12	91	15	113
DLEU7-AS1	14	20	13	7	0	12	0	0	0	0	11	11	19
DLG1	177	574	235	834	634	905	697	83	891	167	975	125	718
DLG1-AS1	2	0	0	0	0	0	5	0	8	14	0	0	2
DLG2	14	8	0	1	74	31	37	18	0	7	6	2	1
DLG3	0	0	11	9	29	113	18	0	0	0	17	1	0
DLG3-AS1	0	0	8	0	0	0	0	0	0	0	0	0	0
DLG4	456	850	489	927	101	269	665	110	477	380	561	236	883
DLG5	63	66	54	36	38	268	41	48	54	31	73	26	63
DLG5-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
DLGAP1	17	0	7	5	0	5	0	11	0	56	15	8	0
DLGAP1-AS1	112	16	371	21	225	59	742	709	38	893	36	391	50
DLGAP1-AS2	77	33	564	9	204	18	857	803	38	1315	33	375	45
DLGAP1-AS3	0	0	0	0	0	0	0	0	0	0	1	0	1
DLGAP1-AS4	0	0	0	0	0	0	0	0	0	0	0	0	0
DLGAP1-AS5	0	0	0	0	0	0	0	0	0	0	0	0	0
DLGAP2	8	0	4	0	0	0	43	7	0	9	0	0	0
DLGAP3	15	42	61	25	36	22	65	0	17	0	14	25	30
DLGAP4	436	614	522	738	616	451	860	237	639	605	667	419	858
DLGAP5	34	6	68	0	2	6	20	17	0	13	0	2	10
DLGAP5P1	0	0	0	0	0	0	0	0	0	0	0	0	0
DLK1	0	0	0	0	0	0	0	0	0	0	0	4	0
DLK2	8	33	4	89	23	24	41	14	42	0	120	20	32
DLL1	146	6	879	11	179	100	334	229	11	384	14	157	0
DLL3	0	0	2	0	0	0	0	0	0	24	0	0	3
DLL4	0	3	34	0	14	0	8	24	0	14	0	7	0
DLST	551	1273	528	954	723	1004	1157	388	708	294	1098	324	1148
DLX1	5	0	4	0	0	0	0	0	0	0	0	0	0
DLX2	1	0	43	0	7	0	71	123	0	202	0	0	0
DLX3	0	0	0	0	0	0	0	0	0	0	1	0	0
DLX4	0	7	0	42	0	0	8	0	0	0	40	7	16
DLX5	0	0	4	0	0	0	0	0	0	21	0	0	0
DLX6	0	0	0	0	0	0	0	0	0	0	0	0	0
DLX6-AS1	0	0	0	0	0	0	0	0	0	0	0	1	0
DLX6-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0
DMAP1	193	302	75	472	236	537	384	2	419	22	469	84	318
DMBT1	0	0	28	0	0	0	0	1	0	323	0	2	0
DMBT1P1	0	0	0	0	0	0	0	0	0	0	0	0	0
DMBX1	0	0	0	0	0	0	0	0	0	33	0	0	0
DMC1	0	7	0	0	0	5	4	3	0	0	2	0	3
DMD	0	0	23	0	149	61	30	0	0	0	3	2	1
DMD-AS3	0	0	0	0	0	0	0	0	0	0	0	0	0
DMGDH	9	0	0	2	0	6	35	36	0	8	3	0	3
DMKN	0	0	21	0	26	0	0	28	0	0	0	1	0
DMP1	0	0	54	0	0	0	0	0	0	13	0	0	0
DMPK	5	9	25	50	125	150	8	13	45	28	234	19	17
DMRT1	0	0	0	0	0	0	0	0	0	0	0	0	0
DMRT2	0	0	0	0	0	0	0	0	0	0	1	0	0
DMRT3	0	0	0	0	0	0	0	0	0	0	0	0	0
DMRTA1	7	0	0	0	0	0	0	0	0	0	0	0	0
DMRTA2	0	0	4	0	0	0	0	0	0	0	0	0	0
DMRTB1	0	0	0	0	0	0	0	0	0	0	0	0	0
DMRTC1	0	0	0	0	0	0	0	0	0	0	0	0	0
DMRTC1B	0	0	0	0	0	0	0	0	0	0	0	0	0
DMRTC2	0	0	0	0	0	0	8	0	0	13	4	0	0
DMTF1	400	942	457	1575	1815	2286	832	186	1166	164	1600	383	1256
DMTN	0	25	0	31	8	4	4	25	0	0	3	0	37
DMWD	62	21	88	105	168	160	71	29	53	38	267	54	44
DMXL1	801	1377	573	2260	2411	1843	2127	429	1336	342	1507	541	1460
DMXL2	5977	9781	6444	14313	1294	4346	9843	3591	4081	4860	9177	4624	7921
DNA2	5	44	73	64	46	36	95	31	35	12	60	19	63
DNAAF1	180	6	88	10	77	14	262	214	26	29	28	158	5
DNAAF2	28	77	28	118	223	119	160	20	77	90	97	36	83
DNAAF3	6	0	0	0	0	0	0	0	0	0	0	17	0
DNAH1	347	1124	586	1947	870	1463	899	420	1565	637	1933	769	1089
DNAH10	0	10	0	5	63	46	50	0	23	10	16	8	4
DNAH10OS	0	10	1	15	38	1	10	0	6	0	11	8	1
DNAH11	12	5	51	9	35	12	80	22	12	2	13	8	9
DNAH12	0	1	0	4	0	0	16	0	0	0	6	0	1
DNAH14	10	87	20	61	2	56	131	33	143	208	48	0	115
DNAH17	664	213	2709	251	697	110	1870	3324	236	7075	208	1752	295
DNAH17-AS1	21	0	118	0	19	0	89	59	0	125	0	9	0
DNAH2	32	8	67	0	52	0	188	124	51	446	2	56	0
DNAH3	1	0	0	0	13	16	17	16	0	82	2	0	0
DNAH5	0	1	19	0	0	0	3	6	0	0	0	0	0
DNAH6	0	0	0	0	8	12	0	0	0	0	0	0	0
DNAH7	0	12	25	16	22	24	30	14	7	33	35	14	6
DNAH8	0	3	0	0	145	67	11	0	0	0	61	0	0
DNAH9	0	13	1	8	0	0	0	0	0	5	9	0	5
DNAI1	0	6	0	7	2	0	0	0	0	0	4	1	11
DNAI2	44	0	7	0	43	5	129	7	0	23	0	5	0
DNAJA1	2729	1409	4104	1526	4143	930	9158	5147	772	3877	1548	2861	1181
DNAJA1P1	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJA1P2	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJA1P3	46	0	17	13	11	3	61	22	8	36	1	1	12
DNAJA1P4	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJA1P5	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJA1P6	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJA2	365	1025	345	1094	702	947	1323	260	598	303	964	326	987
DNAJA3	126	267	65	307	287	245	361	34	292	43	290	27	222
DNAJA4	1790	146	4773	124	445	189	735	2919	117	2268	174	283	122
DNAJB1	11881	930	47844	845	5358	1042	9803	37984	1389	15877	966	1630	1242
DNAJB11	626	596	583	564	502	618	1157	318	308	518	589	361	717
DNAJB12	450	1413	498	1338	533	815	1377	329	1556	480	1181	373	1380
DNAJB13	7	52	3	122	48	30	8	5	64	29	118	1	37
DNAJB14	304	1057	344	1322	985	1567	923	146	830	452	1117	258	854
DNAJB1P1	79	0	159	6	32	14	65	148	0	84	4	38	1
DNAJB2	541	167	556	451	892	410	780	432	233	607	392	339	240
DNAJB3	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJB4	210	76	262	51	228	98	350	334	85	166	65	86	57
DNAJB5	166	22	210	57	181	19	555	297	22	472	44	140	30
DNAJB6	4725	2326	6070	1690	3277	2127	8947	4187	1124	6109	1873	2783	2456
DNAJB7	0	0	0	4	0	9	4	5	14	0	12	5	6
DNAJB8	0	3	0	8	0	23	0	0	0	0	5	0	2
DNAJB8-AS1	0	2	0	11	0	0	0	0	0	0	1	0	0
DNAJB9	286	116	501	151	620	334	887	468	122	760	185	449	156
DNAJC1	241	441	408	499	326	432	536	212	310	390	359	307	617
DNAJC10	603	1413	546	1374	1540	1599	1042	153	898	231	1360	255	1471
DNAJC11	184	457	56	399	244	392	373	90	461	63	445	56	257
DNAJC12	0	0	0	0	0	0	0	0	0	7	0	0	0
DNAJC13	749	2784	543	3128	1017	1821	2121	239	1773	287	2299	707	2340
DNAJC14	445	171	498	200	213	198	666	253	273	373	185	1008	226
DNAJC15	84	233	100	328	130	311	279	22	146	26	227	129	350
DNAJC16	191	333	73	467	280	277	406	17	356	29	358	61	386
DNAJC17	61	180	38	182	137	224	189	32	165	13	237	82	129
DNAJC18	13	19	15	47	66	53	70	22	17	13	43	4	28
DNAJC19	76	102	57	120	145	114	77	22	69	16	95	19	106
DNAJC19P1	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJC19P2	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJC19P3	0	0	0	0	0	0	0	0	0	0	0	4	0
DNAJC19P4	0	0	0	0	0	0	0	0	24	0	0	0	0
DNAJC19P5	68	31	121	45	123	120	271	104	81	280	27	206	45
DNAJC19P6	0	0	0	4	10	10	4	0	0	0	3	0	0
DNAJC19P7	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJC19P8	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJC19P9	0	0	0	10	0	14	0	0	0	0	1	0	2
DNAJC2	93	534	97	362	371	481	318	83	197	20	473	110	492
DNAJC21	206	689	154	584	470	568	519	47	342	112	569	217	718
DNAJC22	0	0	0	0	0	0	0	0	0	3	0	0	0
DNAJC24	21	99	29	163	138	161	60	16	79	2	151	0	62
DNAJC25	28	116	57	44	60	57	53	16	64	39	82	28	133
DNAJC25-GNG10	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJC27	40	50	56	139	197	115	69	0	39	0	97	77	72
DNAJC27-AS1	16	16	58	37	4	22	26	0	13	36	43	26	42
DNAJC28	9	14	0	14	2	5	11	0	0	7	1	0	6
DNAJC3	1066	1634	1608	1460	1100	1470	3375	1114	886	1372	1167	891	2361
DNAJC3-AS1	29	3	136	31	10	9	48	129	1	175	19	24	11
DNAJC30	14	48	17	77	37	117	94	0	48	0	56	18	62
DNAJC4	79	368	200	354	107	211	272	81	225	96	253	78	415
DNAJC5	966	2464	2017	3338	951	1708	3050	1513	2576	1613	1992	1643	2944
DNAJC5B	0	25	11	0	16	13	7	15	0	26	10	4	7
DNAJC5G	0	0	0	0	0	0	0	0	0	0	0	0	4
DNAJC6	7	14	4	3	8	8	7	19	0	34	2	0	15
DNAJC7	741	1673	765	1371	627	1283	1119	336	1088	547	1325	366	1883
DNAJC8	465	635	556	659	426	724	816	490	349	418	500	344	615
DNAJC8P1	7	2	0	12	16	5	0	0	0	8	8	0	1
DNAJC9	0	13	18	46	100	67	26	16	37	4	49	7	29
DNAJC9-AS1	0	0	0	0	3	2	0	0	0	14	6	0	6
DNAL1	18	50	34	64	88	97	62	10	13	11	78	27	37
DNAL4	26	99	20	110	12	82	65	0	51	110	25	0	61
DNALI1	25	5	5	9	0	17	28	6	21	72	14	0	11
DNASE1	54	185	52	262	131	241	79	0	323	48	301	65	159
DNASE1L1	113	309	173	421	75	131	431	103	239	71	218	51	357
DNASE1L2	0	2	9	1	28	0	12	0	37	13	13	12	20
DNASE1L3	44	2	52	0	91	0	599	6	0	6	1	0	0
DNASE2	900	841	334	576	221	385	932	115	178	65	238	274	891
DNASE2B	0	0	0	0	0	0	7	0	0	0	0	0	0
DND1	0	0	0	0	0	0	0	0	0	0	0	0	0
DND1P1	0	7	0	18	26	27	7	7	26	34	54	0	12
DNER	0	11	54	8	16	10	5	13	5	15	5	44	9
DNHD1	168	595	282	719	689	744	303	110	884	148	1012	126	503
DNLZ	0	0	15	23	47	26	16	0	62	0	22	0	13
DNM1	63	38	172	14	51	57	61	21	140	22	105	14	117
DNM1L	528	939	422	924	951	731	1338	297	563	681	1057	288	868
DNM1P17	0	0	0	0	0	0	0	0	0	0	0	0	0
DNM1P24	0	0	0	0	0	0	0	0	0	0	0	0	0
DNM1P28	0	0	0	0	0	0	0	0	0	0	0	0	0
DNM1P30	0	0	0	0	0	0	0	0	0	0	0	0	0
DNM1P31	0	0	0	0	0	0	0	0	0	0	0	0	0
DNM1P32	0	0	0	0	0	0	0	0	0	0	0	0	0
DNM1P33	0	0	0	0	0	0	0	0	0	15	0	17	0
DNM1P34	0	0	0	0	0	0	0	0	0	0	0	11	0
DNM1P35	0	0	10	0	0	0	10	0	0	7	6	17	3
DNM1P38	0	0	0	6	0	0	0	0	0	0	0	0	0
DNM1P42	0	0	0	3	0	0	0	0	0	0	0	0	0
DNM1P46	0	17	4	9	10	15	30	8	37	20	13	0	1
DNM1P47	10	0	8	9	40	62	21	0	1	8	6	6	6
DNM1P48	0	0	0	0	0	0	0	0	0	0	0	0	0
DNM1P49	0	0	0	0	0	0	0	0	0	0	0	0	0
DNM1P50	0	0	0	0	0	0	0	0	0	0	0	0	0
DNM1P51	0	0	6	2	0	0	0	0	0	0	0	0	0
DNM2	4639	4114	7558	4669	2761	2795	8551	6116	4135	6285	4035	4590	4612
DNM3	5	17	10	135	77	71	13	27	74	9	67	26	41
DNM3-IT1	0	0	0	0	0	0	0	0	0	0	1	0	0
DNM3OS	0	0	7	3	0	0	0	4	0	0	4	0	0
DNMBP	114	582	174	508	389	921	1391	503	583	635	768	901	439
DNMBP-AS1	5	13	0	37	8	20	33	0	3	7	42	44	9
DNMT1	2988	1082	858	1388	864	1147	2368	348	873	303	1819	902	1065
DNMT3A	324	552	316	567	264	364	704	241	451	266	583	425	460
DNMT3B	13	0	15	19	7	5	38	0	7	9	13	0	18
DNMT3L	3	0	3	0	50	0	9	0	0	0	7	0	0
DNPEP	216	480	171	567	335	463	716	93	840	55	468	140	303
DNPH1	198	106	79	108	80	59	349	49	92	91	78	96	109
DNTT	0	0	0	0	0	0	0	0	0	0	0	0	0
DNTTIP1	192	532	98	602	115	283	634	189	437	205	370	296	484
DNTTIP2	703	873	1994	739	1376	1096	2281	1765	429	4891	682	1536	1364
DOC2A	0	8	5	31	20	17	0	0	19	0	20	1	2
DOC2B	0	0	0	0	0	0	0	0	0	0	0	0	0
DOC2GP	0	8	0	0	2	24	0	0	16	0	39	0	14
DOCK1	276	89	310	100	51	28	509	91	64	76	34	98	158
DOCK10	2350	2446	3843	3947	3839	4378	6343	1601	1891	2352	4221	1638	1991
DOCK11	935	3562	1080	4349	2351	3853	4597	1059	3560	981	3683	1224	3598
DOCK2	3900	12956	3100	13433	4372	9924	7968	2489	8191	2634	10380	4060	10797
DOCK3	4	13	8	0	10	63	31	34	17	49	19	20	5
DOCK4	4207	361	6760	498	1507	146	10661	3588	302	5855	443	7221	623
DOCK4-AS1	71	9	263	6	12	19	210	103	50	372	28	196	17
DOCK5	1372	4382	3279	6242	1075	3116	7166	4223	4706	4564	5922	4277	4572
DOCK6	0	25	76	45	25	51	38	47	94	60	49	36	18
DOCK7	266	154	422	294	309	244	876	106	222	215	247	156	293
DOCK8	3472	11776	5380	13790	5885	8767	10179	6369	8676	6197	10308	8170	11188
DOCK9	17	8	62	0	426	317	65	36	8	6	100	0	0
DOCK9-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
DOCK9-AS2	0	0	8	0	0	0	0	0	0	0	5	0	0
DOHH	82	90	57	65	105	67	138	21	71	68	70	57	77
DOK1	326	556	144	1072	195	337	868	101	1028	131	639	296	492
DOK2	1628	2653	626	3115	250	1536	2261	252	1759	259	1787	622	2106
DOK3	1378	2568	1686	3358	715	1275	2392	872	1784	1998	1967	2401	4186
DOK4	13	0	26	13	5	24	0	0	29	8	13	10	28
DOK5	0	0	0	0	0	0	5	0	0	11	0	0	0
DOK6	14	6	14	7	15	160	24	1	29	37	87	2	0
DOK7	19	7	74	33	67	45	38	51	89	99	55	8	9
DOLK	72	36	90	127	105	92	240	137	31	66	75	64	43
DOLPP1	52	77	19	89	15	96	162	10	63	0	85	26	113
DONSON	77	115	34	126	82	142	103	65	93	45	104	65	100
DOPEY1	172	536	202	1060	818	906	612	84	810	86	907	147	414
DOPEY2	450	1349	506	1681	557	1131	683	273	1548	269	1452	395	1477
DOT1L	1594	894	3260	961	1032	653	2012	1689	1479	2248	1169	1523	1503
DPAGT1	144	233	130	172	83	202	266	39	96	17	182	46	257
DPCD	28	58	14	116	14	64	47	16	143	13	97	6	86
DPCR1	0	0	0	0	0	0	0	1	0	0	0	0	0
DPEP1	0	0	0	0	27	0	0	0	0	0	1	0	0
DPEP2	184	981	197	1595	145	651	630	244	1455	137	1235	247	760
DPEP3	15	4	8	54	10	14	37	0	38	0	57	10	24
DPF1	0	3	0	17	24	0	3	3	23	23	33	11	11
DPF2	253	577	224	762	395	532	669	113	437	160	604	179	612
DPF3	0	0	0	0	100	99	14	0	18	0	15	3	0
DPH1	396	174	1000	112	459	215	1049	1284	264	1150	159	992	110
DPH2	74	206	79	144	128	82	182	34	126	83	154	31	90
DPH3	117	306	121	259	287	233	364	129	167	50	282	163	372
DPH3P1	0	0	0	0	0	0	0	5	0	0	0	0	0
DPH3P2	0	0	0	0	0	0	0	0	0	0	0	0	0
DPH5	15	69	0	110	87	107	65	26	130	37	88	9	85
DPH6	29	78	60	60	115	148	57	0	90	0	91	9	68
DPH6-AS1	0	0	0	6	0	0	0	0	0	0	5	0	0
DPH7	101	77	51	154	117	197	137	41	213	34	179	31	129
DPM1	141	346	150	392	253	274	396	132	156	172	322	166	321
DPM2	89	137	108	225	105	190	252	55	138	33	156	46	187
DPM3	137	131	77	197	61	274	205	30	143	47	62	8	196
DPP10	0	0	0	0	0	0	12	0	0	0	0	0	0
DPP10-AS1	0	0	0	0	0	0	0	0	7	0	0	0	0
DPP10-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0
DPP10-AS3	0	0	0	0	0	0	0	0	0	0	0	1	0
DPP3	388	546	282	497	215	348	891	127	347	167	375	219	566
DPP4	14	0	0	0	6	17	53	18	0	0	3	0	2
DPP6	0	0	0	0	0	0	0	0	0	0	0	0	0
DPP7	1211	1398	679	1503	1040	1075	2550	496	1186	294	1012	560	1320
DPP8	327	1094	393	1396	471	1034	1071	148	1058	358	1230	263	1089
DPP9	790	865	597	914	545	863	1746	303	816	260	1006	525	913
DPPA2	0	0	0	0	0	0	0	0	0	0	0	0	0
DPPA2P1	0	18	7	19	39	22	8	1	55	0	0	0	0
DPPA2P2	0	0	0	0	0	0	6	0	0	7	0	0	0
DPPA2P3	0	5	0	0	0	0	0	5	9	0	1	0	0
DPPA2P4	0	0	0	0	0	0	0	4	0	0	2	0	0
DPPA3	0	0	0	0	0	0	0	0	0	0	0	0	0
DPPA3P1	0	0	0	0	0	0	0	0	0	0	0	0	0
DPPA3P2	0	0	0	0	0	0	0	0	0	0	0	0	0
DPPA3P3	0	0	0	0	0	0	0	0	0	0	0	0	0
DPPA4	0	0	0	0	0	0	5	0	0	1	0	0	8
DPPA5	0	0	0	0	0	0	0	0	0	0	0	0	0
DPPA5P1	0	0	0	0	0	0	0	0	0	0	0	0	0
DPPA5P2	3	0	0	0	0	0	0	8	0	0	0	5	0
DPRX	0	0	0	0	0	0	0	0	0	0	0	0	0
DPRXP1	2	23	5	40	27	65	4	4	27	0	32	7	21
DPRXP2	0	0	0	0	0	0	0	0	0	0	2	5	0
DPRXP4	8	69	9	66	14	21	15	15	38	0	61	15	58
DPRXP5	0	0	11	0	0	0	0	0	0	0	3	0	0
DPRXP6	0	0	0	0	0	0	0	0	0	0	0	0	0
DPRXP7	0	0	0	0	0	0	0	0	0	0	0	0	0
DPT	0	0	0	0	0	0	32	0	0	0	0	0	3
DPY19L1	97	177	156	394	294	322	481	35	146	3	348	38	323
DPY19L1P1	11	59	22	17	11	28	60	16	17	20	49	33	19
DPY19L1P2	0	0	4	7	0	0	12	0	0	11	1	0	4
DPY19L2	0	0	0	4	0	0	0	0	0	0	16	1	0
DPY19L2P1	0	0	2	5	5	0	0	0	0	0	1	1	0
DPY19L2P2	0	5	4	23	41	39	0	0	7	0	12	0	6
DPY19L2P3	0	32	8	69	5	59	30	0	38	0	36	0	46
DPY19L2P4	0	0	0	0	0	0	0	0	0	0	0	0	0
DPY19L3	130	379	131	403	142	335	325	29	292	98	389	76	411
DPY19L4	64	115	90	150	86	74	242	5	59	0	109	33	79
DPY30	56	163	144	209	119	121	233	100	142	133	141	77	159
DPYD	2096	7174	2613	9435	878	3556	6623	1525	6291	1344	4834	2338	7450
DPYD-AS1	4	70	6	123	4	51	38	8	79	50	64	1	100
DPYD-AS2	17	77	22	236	14	78	109	41	260	33	231	39	102
DPYD-IT1	26	80	34	139	7	12	40	2	109	25	76	3	51
DPYS	11	0	0	2	0	0	24	8	0	18	4	2	5
DPYSL2	2079	5731	1830	6294	637	2678	6667	628	3013	513	3315	1287	5463
DPYSL3	40	10	163	11	31	3	225	45	7	394	4	6	7
DPYSL4	5	46	24	44	20	53	1	0	12	0	249	0	36
DPYSL5	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ-A1	0	0	0	0	0	0	0	0	0	0	0	0	0
DQX1	0	5	0	2	19	0	6	0	6	0	15	0	1
DR1	372	1333	394	1962	604	1461	1018	178	857	314	1630	314	1463
DRAM1	1091	459	1875	714	374	193	1287	894	424	890	393	844	577
DRAM2	184	491	299	983	499	736	603	69	697	56	551	87	557
DRAP1	1013	885	374	840	321	514	1738	356	431	399	734	518	725
DRAXIN	0	8	16	11	1	180	7	0	0	11	96	24	7
DRAXINP1	0	0	0	0	0	0	0	0	0	0	0	0	0
DRB4	0	0	0	0	0	0	0	0	0	0	0	0	0
DRC1	0	0	9	0	0	0	9	0	33	0	0	10	1
DRD1	0	0	0	0	0	0	0	0	0	0	0	0	0
DRD2	0	0	0	0	0	0	0	0	0	0	0	1	0
DRD3	0	0	0	0	0	0	0	0	0	9	2	0	0
DRD4	14	0	22	4	6	0	45	10	13	47	52	0	10
DRD5	0	0	0	0	0	0	13	11	0	0	2	0	0
DRD5P1	0	0	0	0	0	0	0	0	0	0	0	0	0
DRD5P2	0	0	0	0	0	0	0	0	0	0	0	1	0
DRG1	119	296	119	386	230	387	388	76	332	39	293	66	374
DRG2	178	483	188	624	262	574	317	60	631	54	511	94	488
DRGX	6	0	8	0	29	0	19	6	0	0	0	1	0
DROSHA	241	476	170	485	493	554	501	32	429	112	543	67	378
DRP2	0	0	4	0	15	0	0	0	0	3	0	0	0
DSC1	0	0	0	0	0	0	4	0	0	0	0	1	0
DSC2	391	600	447	1114	156	227	1804	210	187	100	108	986	1913
DSC3	29	0	36	0	25	8	0	23	0	40	0	5	0
DSCAM	0	0	0	0	0	0	0	0	0	0	0	0	0
DSCAM-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
DSCAM-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0
DSCAML1	0	0	0	0	21	5	31	13	0	15	2	0	0
DSCC1	4	0	21	14	10	13	12	0	0	0	2	1	5
DSCR10	0	0	0	0	0	0	0	0	0	0	0	0	0
DSCR3	351	825	305	1055	529	909	1033	233	812	152	954	418	1088
DSCR4	0	0	0	0	0	0	0	0	0	0	0	0	0
DSCR4-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0
DSCR8	0	0	0	0	0	0	0	0	0	0	0	0	0
DSCR9	4	0	6	12	0	9	6	0	0	12	17	1	3
DSE	5167	1082	5935	1646	1685	624	9208	3353	1195	6995	929	3614	4461
DSEL	0	0	5	0	3	0	7	0	0	0	0	0	8
DSG1	0	0	17	0	0	0	1	0	0	10	0	0	0
DSG2	0	0	45	0	11	0	65	20	9	18	0	33	0
DSG3	11	0	78	0	64	0	0	25	0	24	0	9	0
DSG4	0	0	0	0	0	0	0	0	0	0	1	0	0
DSN1	58	68	35	102	64	119	184	14	104	32	110	21	89
DSP	85	0	110	0	341	0	9	172	0	89	0	84	1
DSPP	0	8	45	0	0	0	0	4	0	0	0	0	0
DST	342	870	890	1181	228	904	1807	202	730	201	969	97	451
DSTN	245	303	287	308	260	706	508	45	168	49	343	49	297
DSTNP1	5	7	14	64	23	13	8	15	161	0	32	0	5
DSTNP2	9	28	334	22	16	8	73	276	59	239	12	58	36
DSTNP4	0	0	0	0	0	0	0	0	0	0	0	0	0
DSTNP5	0	0	0	0	0	0	0	0	0	0	0	0	0
DSTYK	213	572	154	689	242	574	539	50	540	92	512	102	615
DTD1	102	204	70	202	184	298	203	30	184	19	153	56	204
DTD2	17	44	11	46	34	46	56	9	27	4	72	0	67
DTHD1	0	0	3	0	9	481	17	0	25	14	40	13	0
DTL	10	0	25	12	17	8	21	17	0	25	8	2	19
DTNA	55	36	97	34	9	60	167	14	4	57	64	30	48
DTNB	109	92	102	31	170	102	140	49	69	100	78	93	93
DTNBP1	287	317	315	399	561	342	477	286	238	501	424	268	427
DTWD1	37	140	21	221	95	131	56	4	213	0	155	22	83
DTWD2	81	106	25	138	31	74	90	11	43	26	92	7	86
DTX1	14	0	20	6	80	104	36	9	0	0	10	15	0
DTX2	544	397	480	668	307	311	714	259	823	487	530	266	395
DTX2P1	9	70	30	134	72	44	56	13	87	0	90	18	61
DTX2P1-UPK3BP1-PMS2P11	0	0	0	0	0	0	0	0	0	0	0	0	0
DTX3	6	0	0	3	0	118	11	11	26	0	25	0	2
DTX3L	1110	2392	487	2182	923	1328	3370	557	1606	471	1717	2484	1480
DTX4	27	1740	44	1187	204	811	104	34	627	20	855	33	945
DTYMK	39	93	72	131	60	115	109	15	102	89	147	27	130
DUOX1	21	27	40	123	155	60	91	85	155	27	122	4	16
DUOX2	0	0	7	0	66	0	12	1	0	14	0	0	3
DUOXA1	0	0	18	0	0	0	0	0	0	0	0	0	0
DUOXA2	9	0	0	0	0	0	0	3	0	16	0	0	0
DUPD1	0	0	0	0	0	0	0	0	0	8	0	0	0
DUS1L	299	465	215	941	516	805	901	104	904	98	726	314	912
DUS2	52	341	7	462	194	379	145	22	421	36	396	63	210
DUS3L	124	421	153	466	267	484	349	63	501	64	377	28	241
DUS4L	7	56	16	70	48	93	19	0	30	0	69	1	55
DUSP1	48417	52699	36317	66715	14808	13783	106506	55350	20852	18979	31229	84123	31377
